day,hour,listeners,pageviews,host,showName,slug,archive_slug,description
5,16,26,19,,Weekend Cornucopia,WC,WC_60600,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
5,17,25,51,,Weekend Cornucopia,WC,WC_60600,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
5,18,23,33,,The Desoto Hour,DH,DH,"A nationally acclaimed Big Band Jazz Show with your host, Fred Runde III. This show even got WREK on the national news. The Kings of Swing, the Barons of BeBop. This might be the best show on radio anywhere."
5,19,22,33,,The Desoto Hour,DH,DH,"A nationally acclaimed Big Band Jazz Show with your host, Fred Runde III. This show even got WREK on the national news. The Kings of Swing, the Barons of BeBop. This might be the best show on radio anywhere."
5,20,23,100,,Coffee & Sushi,CAS,CAS,Atlanta's best source for chillout and lounge music. Now airing every Saturday night from eight to nine!
5,21,24,69,,EDM Soundsystem,EDM,EDM,"EDM Sound System is a live radio program series, airing on WREK, Atlanta (91.1 FM) for three hours every saturday from 9pm to midnight."
5,22,24,36,,EDM Soundsystem,EDM,EDM,"EDM Sound System is a live radio program series, airing on WREK, Atlanta (91.1 FM) for three hours every saturday from 9pm to midnight."
5,23,25,7,,EDM Soundsystem,EDM,EDM,"EDM Sound System is a live radio program series, airing on WREK, Atlanta (91.1 FM) for three hours every saturday from 9pm to midnight."
6,0,29,20,,Hour of Slack,HOS,HOS,Church of the subgenius
6,1,30,10,,Bob's Slacktime Funhouse,BSTF,BSTF,"""Bob"" says, ""Too much is always better than not enough!"" Get twice the Slack with Rev. Susie the Floozie and the DOKTORS of the LYMPH NODE INSTITUTE as they give you a schizophreniatric workout of epic proportions."
6,2,29,16,,Weekend Cornucopia,WC,WC_00200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,3,30,4,,Weekend Cornucopia,WC,WC_00200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,4,27,6,,Weekend Cornucopia,WC,WC_00200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,5,24,8,,Weekend Cornucopia,WC,WC_00200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,6,25,7,,Weekend Cornucopia,WC,WC_00200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,7,25,23,,Tech Nation,PA,TN,"Syndicated shows such as 51 Percent, Network Europe, and Alternative Radio."
6,8,31,15,,Planetary Radio,PA,PR,"Syndicated shows such as 51 Percent, Network Europe, and Alternative Radio."
6,9,33,25,,Between the Lines,PA,BTL,"Syndicated shows such as 51 Percent, Network Europe, and Alternative Radio."
6,10,29,26,,51 Percent,FOP,FOP,"Syndicated shows such as 51 Percent, Network Europe, and Alternative Radio."
6,11,28,46,,Alternative Radio,AR,AR,"Syndicated shows such as 51 Percent, Network Europe, and Alternative Radio."
6,12,26,57,,Weekend Cornucopia,WC,WC_01200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,13,27,47,,Weekend Cornucopia,WC,WC_01200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,14,,28,,Weekend Cornucopia,WC,WC_01200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,15,,63,,Weekend Cornucopia,WC,WC_01200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,16,,28,,Weekend Cornucopia,WC,WC_01200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,17,,44,,Weekend Cornucopia,WC,WC_01200,"A weekend full of diverse music from all over the world: folk and indigenous (""world"") musics, bluegrass/country, blues, reggae, jazz, classical, and plenty of music that's simply unclassifiable."
6,18,,47,,Mode 7,MODE,MODE,"Mode 7 plays the best of video game music. Original soundtracks, classic 8 bit tunes and awesome techno remixes, we play them all."
6,19,,43,,Sunday Special,SS,SS,Every Sunday is a different special. The Sunday Special gives WREK's DJs some time to use their imaginations and do a little experimentation. Sometimes Sunday Specials focus on a specific genre that we don't cover in depth here at WREK. Sometimes we highlight a particular artist. It is always exciting. Tune in to hear our DJ's favorite music.
6,20,,32,,Sunday Special,SS,SS,Every Sunday is a different special. The Sunday Special gives WREK's DJs some time to use their imaginations and do a little experimentation. Sometimes Sunday Specials focus on a specific genre that we don't cover in depth here at WREK. Sometimes we highlight a particular artist. It is always exciting. Tune in to hear our DJ's favorite music.
6,21,,35,,Back Alley Pork Roost,BAPR,BAPR,"WREK's country, bluegrass, folk, and American traditional show. Your hosts play the music that Nashville has forgotten or doesn't want you to hear – The Good Stuff!! We play a diverse assortment of music ranging from mountain ballads of the Appalachians to the zydeco music of the Cajun people. Artists ranging from Fiddlin' John Carson to Lester Flatts and Earl Scruggs to the Infamous Stringdusters. You'll hear music recorded 80 years ago, and music recorded just a few months ago. Tune in Sunday nights from 9PM-10PM to hear for yourself!"
6,22,,50,,Personality Crisis,PC,PC,"While conspiracy lunatics try to come to grips with what Duchovny and Anderson are doing on ""The X-Files"", one man couldn't care less. That's because his name is Jon, and he's preparing to dazzle his listeners with the latest or greatest in the new music category (new wave, punk, electronic, etc.). Since time began (or so it seems), Personality Crisis has solved budget crises, helped bring down the Berlin Wall, brought Keith Lockhart out of a hitting slump, and won awards. Well, one award. Tune in Sunday nights if you've got a problem."
6,23,,24,,Personality Crisis,PC,PC,"While conspiracy lunatics try to come to grips with what Duchovny and Anderson are doing on ""The X-Files"", one man couldn't care less. That's because his name is Jon, and he's preparing to dazzle his listeners with the latest or greatest in the new music category (new wave, punk, electronic, etc.). Since time began (or so it seems), Personality Crisis has solved budget crises, helped bring down the Berlin Wall, brought Keith Lockhart out of a hitting slump, and won awards. Well, one award. Tune in Sunday nights if you've got a problem."
